,ID,Prob_0,Prob_1
0,1,0.7456678588633394,0.25433214113666053
1,2,0.5778814102366936,0.4221185897633064
2,3,0.5401625382295123,0.4598374617704877
3,4,0.7707788572200016,0.22922114277999833
4,5,0.740736437864727,0.25926356213527296
5,6,0.7505047156111383,0.24949528438886173
6,7,0.7374944704589684,0.26250552954103157
7,8,0.5279282394066017,0.4720717605933983
8,9,0.45280862455542736,0.5471913754445726
9,10,0.5353799261527804,0.4646200738472196
10,11,0.5750388921824098,0.4249611078175902
11,12,0.5617890638119565,0.4382109361880436
12,13,0.753345570925461,0.24665442907453902
13,14,0.738683574211898,0.26131642578810194
14,15,0.5625535529977042,0.4374464470022959
15,16,0.7463400861128275,0.25365991388717246
16,17,0.5668169531301891,0.4331830468698109
17,18,0.7380562065605665,0.2619437934394336
18,19,0.5605389660168625,0.43946103398313746
19,20,0.5747029292692523,0.4252970707307477
20,21,0.74990753763804,0.25009246236196
21,22,0.7404607031289709,0.259539296871029
22,23,0.7481354357691203,0.2518645642308797
23,24,0.45829978416443473,0.5417002158355653
24,25,0.530993273205115,0.46900672679488503
25,26,0.7517402933061088,0.24825970669389122
26,27,0.5050141414387543,0.4949858585612457
27,28,0.525220943948548,0.47477905605145204
28,29,0.5734858342311341,0.4265141657688659
29,30,0.5550415904371069,0.4449584095628932
30,31,0.5082274129735811,0.4917725870264189
31,32,0.7540413250465025,0.24595867495349752
32,33,0.7521928686778039,0.24780713132219614
33,34,0.7373627467606617,0.2626372532393383
34,35,0.5643429878270659,0.43565701217293407
35,36,0.744920183072656,0.255079816927344
36,37,0.7396062568930464,0.2603937431069537
37,38,0.5759533449215284,0.4240466550784716
38,39,0.5659972586564819,0.4340027413435181
39,40,0.5707314010608948,0.42926859893910513
40,41,0.5960777614123952,0.4039222385876048
41,42,0.7509689870730258,0.24903101292697422
42,43,0.7499265125763461,0.2500734874236539
43,44,0.7484886271647939,0.251511372835206
44,45,0.7508097940864613,0.24919020591353863
45,46,0.7431560222650284,0.25684397773497153
46,47,0.7410794063801,0.25892059361990005
47,48,0.5820822057351593,0.4179177942648407
48,49,0.5469078931672711,0.45309210683272894
49,50,0.7405006755914191,0.2594993244085809
50,51,0.5559528185268202,0.4440471814731798
51,52,0.7394350674620721,0.2605649325379279
52,53,0.5008983132216205,0.49910168677837946
53,54,0.565983575315474,0.4340164246845259
54,55,0.5577085069294314,0.4422914930705686
55,56,0.5383479523721253,0.46165204762787465
56,57,0.5725190412925268,0.42748095870747316
57,58,0.7538874989877054,0.24611250101229465
58,59,0.5637498917508748,0.43625010824912525
59,60,0.7152072276457813,0.2847927723542187
60,61,0.5606078795715991,0.4393921204284009
61,62,0.559379511615637,0.44062048838436296
62,63,0.563688024240903,0.43631197575909697
63,64,0.5665993505441744,0.4334006494558255
64,65,0.5647929459101564,0.4352070540898436
65,66,0.5600896625931356,0.43991033740686436
66,67,0.7387177051477993,0.26128229485220067
67,68,0.5665739452149551,0.4334260547850449
68,69,0.5644771194172982,0.4355228805827019
69,70,0.46046791198529813,0.5395320880147019
70,71,0.5992927789460263,0.4007072210539737
71,72,0.5566951820310463,0.4433048179689537
72,73,0.7417057871834778,0.25829421281652215
73,74,0.5648913533918585,0.43510864660814147
74,75,0.5343842908368805,0.4656157091631194
75,76,0.5674543457095054,0.43254565429049463
76,77,0.7390683159058943,0.2609316840941057
77,78,0.5304961459167413,0.4695038540832587
78,79,0.57161094591939,0.42838905408061
79,80,0.7524242865129227,0.24757571348707724
80,81,0.5398331630246221,0.46016683697537786
81,82,0.5438243646114553,0.4561756353885446
82,83,0.5418572799941377,0.45814272000586237
83,84,0.7470371191192577,0.25296288088074226
84,85,0.5777422489670698,0.42225775103293023
85,86,0.7406493309671155,0.2593506690328845
86,87,0.5432599560760352,0.4567400439239648
87,88,0.7442037462595615,0.25579625374043846
88,89,0.5009103701372396,0.4990896298627604
89,90,0.7413623004060524,0.25863769959394756
90,91,0.7405182958444247,0.2594817041555753
91,92,0.511577669540698,0.48842233045930195
92,93,0.5588753397309791,0.44112466026902086
93,94,0.7374649860003626,0.26253501399963747
94,95,0.5500996954040271,0.4499003045959729
95,96,0.5589551559508715,0.44104484404912847
96,97,0.569636942612584,0.4303630573874159
97,98,0.742861667922539,0.2571383320774609
98,99,0.5674916003753837,0.4325083996246163
99,100,0.5161966160966314,0.48380338390336863
100,101,0.5656971581980885,0.4343028418019115
101,102,0.5726874585914745,0.4273125414085254
102,103,0.5574775915864947,0.4425224084135053
103,104,0.7514600077525715,0.24853999224742856
104,105,0.7432507843483487,0.2567492156516513
105,106,0.7401988217531618,0.25980117824683824
106,107,0.5734832775845632,0.4265167224154368
107,108,0.5442108784018858,0.4557891215981142
108,109,0.5725211347030175,0.42747886529698254
109,110,0.7402435559419307,0.25975644405806925
110,111,0.5598592697415115,0.4401407302584885
111,112,0.5635870837826411,0.43641291621735895
112,113,0.7375714476855717,0.26242855231442824
113,114,0.7212695835552183,0.27873041644478175
114,115,0.5965638704160205,0.4034361295839795
115,116,0.5354947007131738,0.4645052992868261
116,117,0.5264954075150762,0.4735045924849238
117,118,0.7380361210111575,0.26196387898884255
118,119,0.7392412111550357,0.26075878884496423
119,120,0.5588485516376426,0.4411514483623574
120,121,0.508061869434665,0.4919381305653349
121,122,0.7372028147273147,0.26279718527268525
122,123,0.5719494686102082,0.4280505313897918
123,124,0.5443480051536794,0.4556519948463206
124,125,0.5745747159136503,0.4254252840863497
125,126,0.5737519009987224,0.4262480990012775
126,127,0.565170729179602,0.43482927082039796
127,128,0.586228224349153,0.413771775650847
128,129,0.5311886776898957,0.4688113223101042
129,130,0.7502095337662299,0.24979046623377013
130,131,0.7414011657808303,0.25859883421916974
131,132,0.752152764361947,0.24784723563805294
132,133,0.56993446704147,0.43006553295853
133,134,0.5754402406765045,0.4245597593234955
134,135,0.5676624724776507,0.4323375275223493
135,136,0.5071035946200728,0.4928964053799271
136,137,0.5646219493531915,0.43537805064680846
137,138,0.5704232599904029,0.4295767400095971
138,139,0.4675902140134769,0.5324097859865231
139,140,0.7393167087767334,0.26068329122326667
140,141,0.7370587787182414,0.2629412212817585
141,142,0.7337349300903817,0.26626506990961835
142,143,0.7387118521700005,0.26128814782999954
143,144,0.5709087800858017,0.42909121991419824
144,145,0.7407434139409342,0.25925658605906576
145,146,0.7466571369328754,0.2533428630671246
146,147,0.5643860672931666,0.4356139327068334
147,148,0.7032911962878673,0.2967088037121327
148,149,0.5851446782787122,0.41485532172128775
149,150,0.7467430928120324,0.25325690718796756
150,151,0.7388478696752367,0.26115213032476325
151,152,0.5703862100556346,0.4296137899443654
152,153,0.5746404147367967,0.4253595852632033
153,154,0.7497326805629942,0.2502673194370057
154,155,0.7510630307933481,0.24893696920665184
155,156,0.7678773503315598,0.23212264966844023
156,157,0.5754257010178989,0.42457429898210114
157,158,0.5609941273631459,0.4390058726368541
158,159,0.73773490472297,0.26226509527703007
159,160,0.531346310480094,0.468653689519906
160,161,0.5603440238089461,0.43965597619105384
161,162,0.7196311503648101,0.28036884963518993
162,163,0.5425317210011918,0.45746827899880815
163,164,0.5686547165339941,0.4313452834660059
164,165,0.561487595145348,0.4385124048546521
165,166,0.5599253308655615,0.4400746691344385
166,167,0.5587554054579007,0.4412445945420993
167,168,0.5651958507523243,0.4348041492476758
168,169,0.7538915293339593,0.2461084706660407
169,170,0.5276662810352583,0.47233371896474174
170,171,0.5390591400101112,0.4609408599898888
171,172,0.5608826053861846,0.4391173946138154
172,173,0.5388031960810865,0.4611968039189135
173,174,0.5574084486185187,0.44259155138148126
174,175,0.5660839648029075,0.4339160351970925
175,176,0.5693953774754167,0.4306046225245833
176,177,0.5637550048407396,0.43624499515926046
177,178,0.496889438702499,0.503110561297501
178,179,0.538085346214891,0.461914653785109
179,180,0.7480281297791336,0.2519718702208665
180,181,0.7075971496194874,0.2924028503805126
181,182,0.741964326930354,0.25803567306964603
182,183,0.5440834931461725,0.45591650685382745
183,184,0.5544537053561893,0.4455462946438107
184,185,0.531769688806565,0.4682303111934349
185,186,0.7494192935946073,0.2505807064053926
186,187,0.4675900899186046,0.5324099100813954
187,188,0.7443345513741843,0.25566544862581575
188,189,0.7503367628724102,0.2496632371275897
189,190,0.7531137514730452,0.24688624852695484
190,191,0.7433634151899727,0.25663658481002727
191,192,0.5583380292694964,0.44166197073050356
192,193,0.7541926167144267,0.24580738328557325
193,194,0.5776772828836689,0.42232271711633107
194,195,0.4550368984570149,0.5449631015429851
195,196,0.5466483440609429,0.45335165593905713
196,197,0.570982460012629,0.429017539987371
197,198,0.577860584749581,0.4221394152504189
198,199,0.5044225732414007,0.4955774267585992
199,200,0.4996231076726725,0.5003768923273275
